�ndice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grupo de alimentos,ALIMENTO,Grupo_de_alimentos_ALIMENTO,Cantidad sugerida,Unidad,Peso bruto (g),Peso neto (g),Energ�a (kcal),Prote�na (g),L�pidos (g),Hidratos de carbono (g),AG saturados (g),AG monoinsaturados (g),AG poli insaturados (g),Colesterol (mg),Az�car (g),Fibra (g),Vitamina A (mg RE),Acido Asc�rbico (mg),�cido F�lico (mg),Calcio (mg),Hierro (mg),Potasio (mg),Sodio (mg),F�sforo (mg),Etanol (g),IG,Carga glic�mica
AOA alto aporte de grasa,"Tofu, frito","AOA alto aporte de grasa_Tofu, frito",40,gramos,40,40,108,6.8,8.0,4.3,0.0,0.0,0.0,0.0,1.2,1.5,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
AOA alto aporte de grasa,Tripas de res,AOA alto aporte de grasa_Tripas de res,55,gramos,55,50,109,5.6,9.5,0.0,7.4,0.6,0.5,74.3,0.0,0.0,26.2,0.0,1.0,5.9,0.9,133.7,22.8,0.0,0.0,ND,ND
AOA alto aporte de grasa,Ubre,AOA alto aporte de grasa_Ubre,45,gramos,45,45,105,6.9,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,1.2,0.0,0.0,0.0,0.0,ND,ND
AOA alto aporte de grasa,Velveta,AOA alto aporte de grasa_Velveta,35,gramos,35,35,100,6.3,7.5,3.8,5.0,0.0,0.0,25.0,2.5,0.0,0.0,0.0,0.0,187.5,0.0,100.0,525.0,312.5,0.0,ND,ND
AOA alto aporte de grasa,Yema,AOA alto aporte de grasa_Yema,2,pieza,34,34,108,5.4,9.0,1.2,3.2,4.0,1.4,419.6,0.2,0.0,126.1,0.0,49.6,43.9,0.9,37.1,16.3,132.6,0.0,ND,ND
AOA alto aporte de grasa,Yema de huevo,AOA alto aporte de grasa_Yema de huevo,2,pieza,34,34,108,5.4,9.0,1.2,3.2,4.0,1.4,419.6,0.2,0.0,126.1,0.0,49.6,43.9,0.9,37.1,16.3,132.6,0.0,ND,ND
AOA alto aporte de grasa,Yema de huevo en polvo,AOA alto aporte de grasa_Yema de huevo en polvo,3,cda,15,15,103,5.3,8.6,0.6,2.7,3.3,1.2,360.8,ND,0.0,203.2,0.0,37.7,43.9,0.8,37.7,20.9,142.1,0.0,ND,ND
Leche descremada,Danonino� queso Petit Suisse sabor fresa,Leche descremada_Danonino� queso Petit Suisse sabor fresa,2,pieza,84,84,85,4.6,2.6,10.8,1.7,ND,ND,ND,6.5,1.6,ND,ND,ND,201.6,ND,ND,62.0,ND,ND,ND,ND
Leche descremada,Leche Alpura Light Extra,Leche descremada_Leche Alpura Light Extra,1,taza,240,240,103,8.0,2.4,14.0,0.0,0.0,0.0,ND,0.0,2.5,144.0,0.0,19.2,336.0,0.0,0.0,134.4,0.0,0.0,ND,ND
Leche descremada,Leche descremada,Leche descremada_Leche descremada,1,taza,245,245,86,8.4,0.4,11.9,0.3,0.1,0.0,4.0,0.0,0.0,149.0,2.0,13.0,302.0,0.1,406.0,126.0,247.0,0.0,ND,ND
Leche descremada,Leche descremada con chocolate,Leche descremada_Leche descremada con chocolate,1,taza,240,240,77,5.8,1.0,12.5,0.0,0.0,0.0,ND,0.0,0.0,ND,1.0,0.0,297.6,0.2,0.0,115.2,162.2,0.0,ND,ND
Leche descremada,Leche descremada en polvo,Leche descremada_Leche descremada en polvo,4,cda,30,30,109,10.8,0.2,15.6,0.1,0.1,0.0,6.0,15.1,0.0,2.0,2.0,15.0,377.0,0.1,538.0,161.0,290.0,0.0,ND,ND
Leche descremada,"Leche descremada en polvo, reducida en Ca","Leche descremada_Leche descremada en polvo, reducida en Ca",4,cda,30,30,107,10.8,0.1,15.8,0.0,0.0,0.0,1.1,0.0,0.0,1.1,2.1,15.0,84.6,0.1,206.8,692.1,307.5,0.0,ND,ND
Leche descremada,Leche en polvo descremada,Leche descremada_Leche en polvo descremada,4,cda,30,30,109,10.8,0.2,15.6,0.1,0.1,0.0,6.0,15.1,0.0,2.0,2.0,15.0,377.0,0.1,538.0,161.0,290.0,0.0,ND,ND
Leche descremada,Leche evaporada descremada,Leche descremada_Leche evaporada descremada,1/2,taza,120,120,94,9.0,0.4,13.5,0.0,0.0,0.0,3.8,0.0,0.0,138.8,0.0,11.3,348.8,0.3,397.5,138.8,232.5,0.0,ND,ND
Leche descremada,Leche Light Extra,Leche descremada_Leche Light Extra,1,taza,240,240,103,8.0,2.4,14.0,0.0,0.0,0.0,ND,0.0,2.5,144.0,0.0,19.2,336.0,0.0,0.0,134.4,0.0,0.0,ND,ND
Leche descremada,Sof�l LT durazno,Leche descremada_Sof�l LT durazno,1 1/4,envase,133,133,79,5.4,0.1,13.9,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,185.0,ND,ND,67.5,ND,0.0,ND,ND
Leche descremada,Sof�l LT fresa,Leche descremada_Sof�l LT fresa,1 1/4,envase,133,133,80,5.4,0.2,14.2,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,186.2,ND,ND,67.5,ND,0.0,ND,ND
Leche descremada,Sof�l LT manzana,Leche descremada_Sof�l LT manzana,1 1/4,envase,133,133,75,5.4,0.2,12.9,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,185.0,ND,ND,68.7,ND,0.0,ND,ND
Leche descremada,Sof�l LT natural,Leche descremada_Sof�l LT natural,1 1/2,envase,158,158,108,5.7,3.4,13.5,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,195.0,ND,ND,72.0,ND,0.0,ND,ND
Leche descremada,Sof�l LT para beber fresa,Leche descremada_Sof�l LT para beber fresa,1,envase,209,209,96,6.0,0.9,16.1,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,301.2,ND,ND,92.4,ND,0.0,ND,ND
Leche descremada,Sof�l LT para beber mango,Leche descremada_Sof�l LT para beber mango,1,envase,208,208,94,6.0,0.3,16.9,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,298.1,ND,ND,92.0,ND,0.0,ND,ND
Leche descremada,Sof�l LT para beber natural,Leche descremada_Sof�l LT para beber natural,1,envase,208,208,94,5.9,1.2,15.0,ND,ND,ND,ND,0.0,0.0,ND,ND,ND,298.0,ND,ND,92.4,ND,0.0,ND,ND
Leche descremada,Vitalinea bebible,Leche descremada_Vitalinea bebible,1,pieza,240,240,109,6.2,3.6,13.2,0.0,0.0,0.0,ND,10.1,0.0,ND,0.0,0.0,219.1,0.0,0.0,111.1,ND,0.0,ND,ND
Leche descremada,Vitalinea s�lido,Leche descremada_Vitalinea s�lido,1 1/2,pieza,188,188,102,7.5,3.0,12.0,0.0,0.0,0.0,ND,9.0,0.0,ND,0.0,0.0,223.5,0.0,0.0,106.5,ND,0.0,ND,ND
Leche descremada,Yoghurt Triple 0 bebible Vitalinea sabor frutos amarillos,Leche descremada_Yoghurt Triple 0 bebible Vitalinea sabor frutos amarillos,1,pieza,220,220,76,5.1,0.0,13.9,0.0,ND,ND,ND,9.0,0.0,ND,ND,ND,195.1,ND,ND,180.0,ND,ND,ND,ND
Leche descremada,Yoghurt Activia� bebible ciruela pasa,Leche descremada_Yoghurt Activia� bebible ciruela pasa,113,gramos,113,113,68,2.6,1.6,10.8,1.0,ND,ND,ND,9.3,0.1,ND,ND,ND,96.2,ND,ND,84.5,ND,ND,ND,ND
Leche descremada,Yoghurt bajo en grasa,Leche descremada_Yoghurt bajo en grasa,1/3,taza,79,79,88,2.8,0.9,16.9,0.5,0.0,0.0,5.2,16.2,0.1,ND,0.3,0.0,104.7,0.0,143.4,38.7,87.2,0.0,ND,ND
Leche descremada,Yoghurt Danone� Defensis,Leche descremada_Yoghurt Danone� Defensis,1,pieza,100,100,59,1.8,1.3,10.0,0.8,ND,ND,ND,5.4,0.0,ND,ND,ND,79.3,ND,ND,79.8,ND,ND,ND,ND
Leche descremada,Yoghurt Danone� Esencial,Leche descremada_Yoghurt Danone� Esencial,1,pieza,115,115,73,1.8,1.4,13.3,0.9,ND,ND,ND,8.7,0.0,ND,ND,ND,91.3,ND,ND,90.6,ND,ND,ND,ND
Leche descremada,Yoghurt light,Leche descremada_Yoghurt light,3/4,taza,180,180,95,6.4,0.0,15.9,0.0,0.0,0.0,5.3,9.5,0.0,ND,0.0,0.0,158.8,0.0,264.7,100.6,158.8,0.0,ND,ND
Leche descremada,Yoghurt light de fruta,Leche descremada_Yoghurt light de fruta,3/4,taza,180,180,95,5.3,0.0,16.9,0.0,0.0,0.0,5.3,10.6,0.0,ND,0.0,0.0,211.8,0.0,243.5,79.4,105.9,0.0,ND,ND
Leche descremada,"Yoghurt Triple 0 s�lido Vitalinea, sabor fresa","Leche descremada_Yoghurt Triple 0 s�lido Vitalinea, sabor fresa",3/4,pieza,165,165,81,5.6,0.0,15.5,0.0,ND,ND,ND,9.9,0.5,ND,ND,ND,210.2,ND,ND,136.6,ND,ND,ND,ND
Leche semidescremada,Leche evaporada semidescremada,Leche semidescremada_Leche evaporada semidescremada,1/2,taza,130,130,101,8.1,2.0,12.2,0.0,0.0,0.0,20.3,12.2,0.0,0.0,0.0,0.0,324.0,0.0,405.0,141.8,243.0,0.0,ND,ND
Leche semidescremada,Leche f�cil digesti�n,Leche semidescremada_Leche f�cil digesti�n,1,taza,240,240,109,7.5,3.9,11.2,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,248.0,0.0,0.0,120.0,0.0,0.0,ND,ND
Leche semidescremada,Leche semidescremada,Leche semidescremada_Leche semidescremada,1,taza,233,233,116,7.7,4.4,11.2,2.8,1.1,0.1,18.6,0.0,0.0,0.0,2.3,11.6,284.0,0.2,358.5,116.4,0.0,0.0,ND,ND
Leche semidescremada,Leche semidescremada 1 %,Leche semidescremada_Leche semidescremada 1 %,1,taza,244,244,102,8.0,2.6,11.7,1.6,0.7,0.1,10.0,0.0,0.0,144.0,2.0,12.0,300.0,0.1,381.0,123.0,235.0,0.0,ND,ND
Leche semidescremada,Leche semidescremada 2%,Leche semidescremada_Leche semidescremada 2%,1,taza,234,234,116,7.8,4.5,11.2,2.8,1.3,0.2,17.3,0.0,0.0,133.4,1.9,11.5,285.1,0.1,361.9,117.1,222.7,0.0,ND,ND
Leche semidescremada,Vitalinea bebible sabor fresa y guayaba,Leche semidescremada_Vitalinea bebible sabor fresa y guayaba,1,envase,240,240,98,5.8,2.3,13.7,1.5,ND,ND,ND,9.7,0.1,ND,ND,ND,220.7,ND,ND,102.6,ND,0.0,ND,ND
Leche semidescremada,"Yoghurt Activia� ZERO bebible ciruela pasa, fresa y pi�a coco","Leche semidescremada_Yoghurt Activia� ZERO bebible ciruela pasa, fresa y pi�a coco",1,pieza,225,225,120,5.4,3.4,17.1,2.0,ND,ND,ND,14.0,0.2,ND,ND,ND,203.0,ND,ND,94.3,ND,ND,ND,ND
Leche semidescremada,Yoghurt Oikos estilo griego sabor ar�ndano,Leche semidescremada_Yoghurt Oikos estilo griego sabor ar�ndano,1/2,envase,75,75,97,3.2,3.4,13.4,2.2,ND,ND,ND,12.0,0.7,ND,ND,ND,93.2,ND,ND,34.0,ND,0.0,ND,ND
Leche semidescremada,Yoghurt Oikos estilo griego sabor coco,Leche semidescremada_Yoghurt Oikos estilo griego sabor coco,1/2,envase,75,75,97,3.4,4.0,12.0,2.5,ND,ND,ND,11.3,0.1,ND,ND,ND,104.3,ND,ND,37.1,ND,0.0,ND,ND
Leche semidescremada,Yoghurt Oikos estilo griego sabor fresa,Leche semidescremada_Yoghurt Oikos estilo griego sabor fresa,1/2,envase,75,75,91,3.1,3.3,12.3,2.2,ND,ND,ND,11.2,0.1,ND,ND,ND,91.4,ND,ND,32.7,ND,0.0,ND,ND
Leche semidescremada,Yoghurt Oikos estilo griego sabor natural,Leche semidescremada_Yoghurt Oikos estilo griego sabor natural,1/2,envase,75,75,91,3.6,4.0,10.1,2.6,ND,ND,ND,9.5,0.0,ND,ND,ND,109.3,ND,ND,38.2,ND,0.0,ND,ND
Leche semidescremada,"Yoghurt Oikos� estilo griego sabor natural, sin az�car y sin endulzar","Leche semidescremada_Yoghurt Oikos� estilo griego sabor natural, sin az�car y sin endulzar",114,gramos,114,114,106,9.0,3.8,9.1,2.4,ND,ND,ND,7.2,0.0,ND,ND,ND,212.7,ND,ND,92.1,ND,ND,ND,ND
Leche entera,Jocoque,Leche entera_Jocoque,5,cda,75,75,126,7.0,9.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0.0,0.0,248.3,0.0,0.0,ND,ND
Leche entera,Jocoque ligero,Leche entera_Jocoque ligero,5,cda,75,75,126,7.0,9.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0.0,0.0,248.3,0.0,0.0,ND,ND
Leche entera,Jocoque seco,Leche entera_Jocoque seco,5,cda,75,75,126,7.0,9.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0.0,0.0,248.3,0.0,0.0,ND,ND
Leche entera,Leche,Leche entera_Leche,1,taza,240,240,148,7.9,8.0,11.2,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche caliente,Leche entera_Leche caliente,1,taza,240,240,148,7.9,8.0,11.2,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche Clavel,Leche entera_Leche Clavel,1/2,taza,120,120,150,7.5,7.5,11.3,5.6,0.0,0.0,37.5,11.3,0.0,0.0,0.0,0.0,300.0,0.0,337.5,112.5,225.0,0.0,ND,ND
Leche entera,Leche cruda,Leche entera_Leche cruda,1,taza,240,240,146,7.9,7.9,11.3,5.0,2.4,0.2,33.6,0.0,0.0,74.4,2.4,12.0,285.6,0.2,364.8,117.6,0.0,0.0,ND,ND
Leche entera,Leche de burra,Leche entera_Leche de burra,1,taza,237,237,126,4.7,5.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,47.4,4.7,0.0,194.3,2.1,0.0,0.0,0.0,0.0,ND,ND
Leche entera,Leche de cabra,Leche entera_Leche de cabra,1,taza,240,240,165,8.6,9.9,10.7,6.4,2.7,0.4,27.5,0.0,0.0,134.8,3.0,1.0,320.7,0.1,490.8,120.0,265.6,0.0,ND,ND
Leche entera,Leche de vaca,Leche entera_Leche de vaca,1,taza,240,240,148,7.9,8.0,11.2,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche en polvo,Leche entera_Leche en polvo,4,cda,32,32,159,8.4,8.5,12.3,5.4,2.5,0.2,31.0,11.5,0.0,90.0,3.0,12.0,292.0,0.2,426.0,119.0,248.0,0.0,ND,ND
Leche entera,Leche entera,Leche entera_Leche entera,1,taza,240,240,148,7.9,8.0,11.2,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche entera baja en sodio,Leche entera_Leche entera baja en sodio,1,taza,240,240,147,7.5,8.3,10.7,5.2,2.4,0.3,32.5,0.0,0.0,76.7,2.0,11.8,242.0,0.1,606.9,5.9,205.6,0.0,ND,ND
Leche entera,Leche entera en polvo,Leche entera_Leche entera en polvo,4,cda,32,32,159,8.4,8.5,12.3,5.4,2.5,0.2,31.0,11.5,0.0,90.0,3.0,12.0,292.0,0.2,426.0,119.0,248.0,0.0,ND,ND
Leche entera,Leche entera en polvo adicionada,Leche entera_Leche entera en polvo adicionada,4,cda,32,32,159,8.4,8.5,12.3,5.4,2.5,0.2,31.0,11.5,0.0,90.0,3.0,20.8,292.0,3.8,426.0,119.0,248.0,0.0,ND,ND
Leche entera,Leche entera evaporada,Leche entera_Leche entera evaporada,1/2,taza,120,120,150,7.5,7.5,11.3,5.6,0.0,0.0,37.5,11.3,0.0,37.4,0.0,0.0,300.0,0.0,337.5,112.5,225.0,0.0,ND,ND
Leche entera,Leche entera ultrapasteurizada,Leche entera_Leche entera ultrapasteurizada,1,taza,240,240,134,7.0,7.0,11.3,0.0,0.0,0.0,14.4,0.0,0.0,74.8,0.0,0.0,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche evaporada,Leche entera_Leche evaporada,1/2,taza,120,120,150,7.5,7.5,11.3,5.6,0.0,0.0,37.5,11.3,0.0,37.4,0.0,0.0,300.0,0.0,337.5,112.5,225.0,0.0,ND,ND
Leche entera,Leche fria,Leche entera_Leche fria,1,taza,240,240,148,7.9,8.0,11.2,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Leche hervida,Leche entera_Leche hervida,1,taza,240,240,163,8.2,9.1,12.5,5.0,2.4,0.2,33.6,0.0,0.0,74.4,0.0,12.0,271.2,0.2,364.8,117.6,0.0,0.0,ND,ND
Leche entera,Leche humana,Leche entera_Leche humana,1,taza,240,240,170,2.3,10.8,16.3,4.6,3.9,1.5,31.0,0.0,0.0,154.8,15.5,15.5,77.4,0.1,123.9,38.7,31.0,0.0,ND,ND
Leche entera,Leche Liconsa Te Nutre,Leche entera_Leche Liconsa Te Nutre,4,cda,32,32,159,8.4,8.5,12.3,5.4,2.5,0.2,31.0,11.5,0.0,90.0,3.0,20.8,292.0,3.8,426.0,119.0,248.0,0.0,ND,ND
Leche entera,Leche materna,Leche entera_Leche materna,1,taza,240,240,170,2.3,10.8,16.3,4.6,3.9,1.5,31.0,0.0,0.0,154.8,15.5,15.5,77.4,0.1,123.9,38.7,31.0,0.0,ND,ND
Leche entera,Leche maternizada en polvo,Leche entera_Leche maternizada en polvo,2,cda,26,26,132,3.5,7.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,223.6,0.8,0.0,87.1,0.1,0.0,0.0,0.0,0.0,ND,ND
Leche entera,Leche omega verde,Leche entera_Leche omega verde,1,taza,240,240,120,7.9,4.6,11.5,2.9,1.2,0.1,19.2,0.0,0.0,0.0,2.4,12.0,292.8,0.2,369.6,120.0,0.0,0.0,ND,ND
Leche entera,Leche pasteurizada,Leche entera_Leche pasteurizada,1,taza,240,240,146,7.9,7.9,11.3,5.0,2.4,0.2,33.6,0.0,0.0,74.4,2.4,12.0,285.6,0.2,364.8,117.6,0.0,0.0,ND,ND
Leche entera,Leche preparada,Leche entera_Leche preparada,1,taza,240,240,141,6.5,5.9,8.5,5.0,2.4,0.3,32.5,0.0,0.0,74.8,2.0,11.8,286.2,0.1,363.9,118.0,224.3,0.0,ND,ND
Leche entera,Yoghurt,Leche entera_Yoghurt,1,taza,227,227,139,7.9,7.4,10.6,4.8,2.0,0.2,29.0,0.0,0.0,68.0,1.0,17.0,274.0,0.1,351.0,105.0,215.0,0.0,ND,ND
Leche entera,Yoghurt Danone� natural sin az�car y sin endulzar,Leche entera_Yoghurt Danone� natural sin az�car y sin endulzar,188,gramos,188,188,139,9.0,5.6,13.2,3.6,ND,ND,ND,13.2,0.0,ND,ND,ND,326.4,ND,ND,142.5,ND,ND,ND,ND
Leche entera,Yoghurt natural,Leche entera_Yoghurt natural,1,taza,227,227,139,7.9,7.4,10.6,4.8,2.0,0.2,29.0,0.0,0.0,68.0,1.0,17.0,274.0,0.1,351.0,105.0,215.0,0.0,ND,ND
Leche con az�car,Activia natural bebible,Leche con az�car_Activia natural bebible,1 1/4,pieza,313,313,223,7.5,5.0,37.5,0.0,0.0,0.0,ND,32.5,0.0,ND,0.0,0.0,302.5,0.0,0.0,180.6,0.0,0.0,ND,ND
Leche con az�car,Actlvla natural s�lido,Leche con az�car_Actlvla natural s�lido,2,pieza,250,250,230,8.3,8.3,30.3,0.0,0.0,0.0,ND,27.5,0.0,ND,0.0,0.0,294.0,0.0,0.0,115.5,0.0,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado con Acti-Regularls sabor ciruela pasa (bebible),Leche con az�car_Alimento l�cteo fermentado con Acti-Regularls sabor ciruela pasa (bebible),1,pieza,250,250,200,6.0,4.0,36.0,0.0,0.0,0.0,ND,33.0,0.0,ND,0.0,0.0,227.0,0.0,0.0,104.0,0.0,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado con Actl-Regularis sabor ciruela pasa (s�lido),Leche con az�car_Alimento l�cteo fermentado con Actl-Regularis sabor ciruela pasa (s�lido),2,pieza,250,250,244,7.5,7.5,36.5,0.0,0.0,0.0,ND,33.5,5.0,ND,0.0,0.0,268.0,0.0,0.0,105.8,94.8,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado con Acti-Regularls sabor fresa (bebible),Leche con az�car_Alimento l�cteo fermentado con Acti-Regularls sabor fresa (bebible),1,pieza,250,250,199,6.0,3.8,36.0,0.0,0.0,0.0,ND,32.5,0.0,ND,0.0,0.0,210.0,0.0,0.0,108.8,0.0,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado con Acti-Regularis sabor fresa (s�lido),Leche con az�car_Alimento l�cteo fermentado con Acti-Regularis sabor fresa (s�lido),2,pieza,250,250,244,7.5,7.5,36.5,5.0,0.0,0.0,ND,33.8,5.0,ND,0.0,0.0,268.0,0.0,0.0,105.8,94.8,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado sabor fresa (Lactobaclllus casel y Streptococcus thermophilus),Leche con az�car_Alimento l�cteo fermentado sabor fresa (Lactobaclllus casel y Streptococcus thermophilus),2,pieza,216,216,188,7.6,4.4,29.6,0.0,0.0,0.0,ND,29.6,0.0,ND,0.0,0.0,231.1,0.0,0.0,92.9,0.0,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado sabor manzana (Lactobaclllus casel y Streptococcus thermophilus),Leche con az�car_Alimento l�cteo fermentado sabor manzana (Lactobaclllus casel y Streptococcus thermophilus),2,pieza,216,216,161,8.2,0.4,31.2,0.0,0.0,0.0,ND,30.2,0.0,ND,0.0,0.0,250.6,0.0,0.0,97.2,0.0,0.0,ND,ND
Leche con az�car,Alimento l�cteo fermentado sabor natural (Lactobacillus casel y Streptococcus thermophllus),Leche con az�car_Alimento l�cteo fermentado sabor natural (Lactobacillus casel y Streptococcus thermophllus),2,pieza,216,216,161,8.6,0.4,31.0,0.0,0.0,0.0,ND,28.1,0.0,ND,0.0,0.0,263.5,0.0,0.0,103.7,0.0,0.0,ND,ND
Leche con az�car,Chongos zamoranos,Leche con az�car_Chongos zamoranos,1/2,taza,108,108,194,6.5,3.2,34.6,2.2,0.0,0.0,10.8,30.2,0.0,21.6,0.0,0.0,220.3,1.0,0.0,54.0,0.0,0.0,ND,ND
Leche con az�car,Helado de caf�,Leche con az�car_Helado de caf�,1/2,taza,91,91,195,3.4,10.0,25.5,6.2,2.9,0.4,30.8,23.0,1.1,106.8,0.6,14.5,98.6,0.8,225.3,68.8,96.8,0.0,ND,ND
Leche con az�car,Helado de caf� bajo en calor�as,Leche con az�car_Helado de caf� bajo en calor�as,1/2,taza,91,91,183,4.8,6.6,27.0,3.9,ND,ND,37.3,21.9,0.9,ND,0.9,ND,143.8,0.8,ND,68.3,ND,0.0,ND,ND
Leche con az�car,Helado de chocolate,Leche con az�car_Helado de chocolate,3/4,taza,99,99,214,3.8,10.9,27.9,6.7,3.2,0.4,33.7,25.1,1.2,114.8,0.7,15.8,107.9,0.9,246.5,75.2,105.9,0.0,ND,ND
Leche con az�car,Helado de chocolate bajo en calor�as,Leche con az�car_Helado de chocolate bajo en calor�as,3/4,taza,99,99,199,5.0,7.1,28.7,4.3,2.0,0.2,9.9,24.5,0.8,59.4,1.2,4.0,157.4,0.7,168.3,70.3,82.2,0.0,ND,ND
Leche con az�car,Helado de fresa,Leche con az�car_Helado de fresa,3/4,taza,99,99,190,3.2,8.3,27.3,5.1,0.0,0.0,28.7,22.9,0.9,95.0,7.6,11.9,118.8,0.2,186.1,59.4,99.0,0.0,ND,ND
Leche con az�car,Helado de fresa bajo en calor�as,Leche con az�car_Helado de fresa bajo en calor�as,2/3,taza,123,123,200,6.0,5.7,31.2,3.5,ND,ND,18.5,28.1,0.2,539.3,1.4,ND,208.6,0.1,ND,87.6,ND,0.0,ND,ND
Leche con az�car,Helado de vainilla,Leche con az�car_Helado de vainilla,3/4,taza,99,99,199,3.5,10.9,23.4,6.7,2.9,0.4,43.6,21.0,0.7,114.8,0.6,5.0,126.7,0.1,197.0,79.2,104.0,0.0,ND,ND
Leche con az�car,Helado de vainilla bajo en calor�as,Leche con az�car_Helado de vainilla bajo en calor�as,1,taza,132,132,218,6.3,6.4,34.1,3.9,1.7,0.4,13.2,29.2,0.4,167.6,1.6,7.9,212.5,0.3,274.6,97.7,136.0,0.0,ND,ND
Leche con az�car,Helado de yogur,Leche con az�car_Helado de yogur,1,taza,158,158,201,4.8,5.7,34.2,3.6,1.5,0.2,20.6,33.9,2.1,60.2,10.6,19.0,158.3,0.7,370.5,99.8,140.9,0.0,ND,ND
Leche con az�car,Helado de yogur de fresa,Leche con az�car_Helado de yogur de fresa,1,taza,158,158,201,4.8,5.7,34.2,3.6,1.5,0.2,20.6,33.9,2.1,60.2,10.6,19.0,158.3,0.7,370.5,99.8,140.9,0.0,ND,ND
Leche con az�car,Helado napolitano,Leche con az�car_Helado napolitano,3/4,taza,102,102,205,3.6,11.2,24.1,6.9,3.0,0.5,44.9,21.5,0.7,120.4,0.6,5.1,130.6,0.1,203.0,81.6,107.1,0.0,ND,ND
Leche con az�car,Helado napolitano bajo en calor�as,Leche con az�car_Helado napolitano bajo en calor�as, 2/3,taza,119,119,192,5.6,5.2,31.1,3.2,ND,ND,16.7,26.8,0.5,ND,ND,ND,188.7,0.4,ND,82.4,ND,0.0,ND,ND
Leche con az�car,Leche con chocolate,Leche con az�car_Leche con chocolate,1,taza,240,240,200,7.6,8.2,24.9,5.1,2.4,0.3,29.8,22.9,1.9,151.2,2.2,12.0,268.8,0.6,400.3,143.0,241.0,0.0,ND,ND
Leche con az�car,Leche con chocolate semidescremada 1 %,Leche con az�car_Leche con chocolate semidescremada 1 %,1,taza,240,240,182,7.2,4.6,29.1,1.4,0.8,0.1,6.7,22.9,1.7,142.1,0.0,4.8,261.6,0.6,405.6,158.4,244.8,0.0,ND,ND
Leche con az�car,Leche con vainilla,Leche con az�car_Leche con vainilla,1,taza,218,218,207,6.4,6.6,31.0,3.7,1.7,0.4,24.0,27.6,0.0,56.8,0.0,10.9,200.9,0.3,264.3,120.1,168.2,0.0,ND,ND
Leche con az�car,Leche descremada con chocolate,Leche con az�car_Leche descremada con chocolate,1 1/4,taza,300,300,189,9.7,3.0,31.3,1.8,0.9,0.1,9.0,29.8,1.5,174.0,2.7,15.0,345.0,0.7,510.0,183.0,309.0,0.0,ND,ND
Leche con az�car,Leche en polvo sabor fresa,Leche con az�car_Leche en polvo sabor fresa,8,cda,56,56,187,13.3,0.0,32.0,0.0,0.0,0.0,ND,ND,0.0,ND,2.7,0.0,826.7,0.3,0.0,400.0,498.7,0.0,ND,ND
Leche con az�car,Leche en polvo sabor vainilla,Leche con az�car_Leche en polvo sabor vainilla,8,cda,56,56,187,13.3,0.0,32.0,0.0,0.0,0.0,ND,ND,0.0,ND,2.7,0.0,826.7,0.3,0.0,400.0,485.3,0.0,ND,ND
Leche con az�car,Leche fermentada con Lactobacllo,Leche con az�car_Leche fermentada con Lactobacllo,2 1/2,pieza,250,250,180,7.5,4.0,35.8,2.8,0.0,0.0,ND,35.8,0.0,ND,0.0,0.0,207.5,0.0,0.0,100.0,0.0,0.0,ND,ND
